product_id,pharmacy_id,stock,price
3123,142,89,4646
856,142,8,21231
8879,142,41,8269
216,142,56,17736
8991,142,33,5367
11885,142,39,34622
9500,142,26,38203
5106,142,39,30193
2133,143,34,21161
5650,143,58,16923
9397,143,22,5862
334,143,69,42039
8062,143,99,9099
10988,143,51,5578
4329,143,11,30353
10264,143,59,22101
11446,143,0,46100
172,143,89,42566
3692,144,63,6671
11975,144,83,35384
7804,144,33,5733
961,144,94,35238
11196,144,74,13834
11708,144,96,47531
1843,144,41,33049
10042,144,74,1160
4704,144,85,8286
10427,144,18,17072
5106,145,43,40512
670,145,19,13950
10028,145,98,6771
5778,145,44,9313
6226,145,44,25062
957,145,84,36237
9056,145,3,34469
7156,145,27,19778
7736,145,39,13375
5897,145,10,25867
3232,146,83,22720
6287,146,38,38107
6211,146,68,45524
10212,146,46,29570
8246,146,39,35715
11292,146,77,33362
7637,146,82,40944
9615,146,48,47593
8047,146,79,9921
9808,146,96,11273
5296,147,86,10541
11028,147,36,28907
6963,147,100,16814
9702,147,18,14739
6389,147,38,10647
6822,147,54,23824
5698,147,44,45320
4197,147,36,6263
3803,147,7,4317
8433,147,88,6703
7131,148,51,36943
11197,148,7,32379
8932,148,30,42322
1780,148,96,48307
2108,148,34,18796
7175,148,27,23293
4123,148,13,36354
6665,148,10,22378
3560,148,46,31470
8574,148,23,4038
7512,149,53,44716
7457,149,50,46477
7482,149,73,5959
4308,149,2,27475
9908,149,70,37369
9223,149,99,14682
1733,149,92,31474
6546,149,79,11474
7291,149,68,41479
109,149,43,23555
2145,150,21,35839
1560,150,11,44764
6031,150,74,28848
9645,150,85,2132
6456,150,60,29493
8554,150,43,1750
10720,150,39,20923
457,150,48,14333
5138,150,31,44149
8612,150,27,17960
9792,151,48,48727
9224,151,8,29362
2115,151,42,27665
149,151,9,39248
6506,151,17,14516
4031,151,63,31373
644,151,38,14738
11077,151,73,3562
2099,151,35,41375
6073,151,39,44154
8061,152,9,2505
7111,152,91,27045
10805,152,57,7169
5250,152,25,16644
7037,152,63,36411
2435,152,54,36177
668,152,69,6082
11825,152,27,15285
4946,152,44,31493
1550,152,29,17489
776,153,22,2846
3507,153,12,31950
10370,153,90,4467
6788,153,78,24599
7563,153,68,42110
10124,153,72,30294
486,153,3,2202
11678,153,99,3442
893,153,77,39073
2265,153,86,27755
11191,154,48,38770
1489,154,40,7099
11457,154,84,38021
6059,154,56,26445
1956,154,37,21743
2691,154,18,11572
1473,154,41,2582
9982,154,91,39578
6299,154,74,43654
3870,154,77,16145
11309,155,29,25208
3705,155,23,41878
1451,155,57,34344
8933,155,59,44312
5089,155,83,16803
8608,155,8,6094
72,155,74,16424
8325,155,21,48211
6881,155,83,43700
2053,155,43,25274
3710,156,53,7775
4055,156,86,49547
4941,156,69,8805
7423,156,80,8744
11658,156,21,16393
7056,156,2,28489
3450,156,19,16539
744,156,45,37402
4816,156,94,11088
4727,156,68,9721
11601,157,30,4835
11,157,17,22006
7645,157,34,19057
8995,157,97,20408
5909,157,22,681
3845,157,10,28135
4812,157,69,47165
847,157,86,13831
8820,157,68,10143
2396,157,41,20595
7479,158,26,24765
1447,158,82,37741
2214,158,31,20878
2302,158,62,17015
1523,158,27,23785
7523,158,69,8972
7735,158,20,41401
8516,158,4,43509
11681,158,6,4411
7961,158,5,25291
4186,159,65,19397
7299,159,1,12953
8736,159,93,29286
9030,159,97,4686
2800,159,37,34924
8869,159,13,6809
11430,159,30,40227
4969,159,24,3113
9497,159,39,15543
7907,159,16,5347
1363,160,90,8559
2110,160,31,40836
6860,160,44,29325
2761,160,95,38206
9514,160,6,40641
3708,160,44,40062
312,160,81,24480
8338,160,64,19605
7811,160,12,15345
760,160,49,20462
2334,161,87,11329
7210,161,91,47117
1083,161,24,27282
3264,161,76,19300
2529,161,8,17717
585,161,45,28873
5951,161,79,46211
9247,161,68,46588
6182,161,20,13689
5449,161,35,31163
11705,162,93,42150
4246,162,48,30261
8252,162,66,21776
3175,162,4,12855
11903,162,92,33535
6387,162,58,39720
6742,162,78,21328
5637,162,43,26503
11910,162,50,16236
10252,162,59,47053
1370,163,98,49772
2182,163,13,3497
541,163,44,29355
9619,163,75,25475
9506,163,20,11961
7470,163,70,18197
7650,163,53,47555
9364,163,84,30607
8232,163,54,35368
4749,163,35,40431
9661,164,13,12969
3246,164,78,34937
6728,164,54,21378
7403,164,68,49747
4753,164,73,3202
2906,164,27,45884
7864,164,51,30180
3926,164,85,16598
11455,164,86,44366
8040,164,92,32446
4538,165,39,16179
8894,165,20,28973
9727,165,77,48243
4074,165,88,7339
9801,165,22,42873
9099,165,35,42871
3669,165,97,2317
8040,165,17,31166
315,165,3,1080
5108,165,59,24691
867,166,99,35876
10918,166,13,14466
10928,166,51,30412
73,166,20,25888
2255,166,15,11101
6768,166,27,16760
6304,166,78,36723
8513,166,78,42063
11315,166,94,27474
9835,166,73,16758
10588,167,31,3645
5051,167,4,49454
6052,167,69,10698
2003,167,23,42986
1237,167,50,17183
3124,167,38,26298
9767,167,78,31241
2416,167,41,39350
11150,167,98,21858
4962,167,89,30267
9393,168,15,49170
9092,168,21,42456
8421,168,24,38675
3613,168,83,2982
6021,168,87,21122
11843,168,97,37117
8168,168,4,36989
4100,168,52,36880
8131,168,51,3945
10646,168,67,13099
1279,169,0,46143
389,169,71,28438
3264,169,36,841
11705,169,55,35326
10925,169,6,43039
2776,169,65,11808
5496,169,2,14782
10756,169,8,46578
6824,169,13,34979
4481,169,98,14206
7933,170,30,1364
8275,170,26,19301
6693,170,0,11772
10307,170,24,6468
515,170,16,29733
5581,170,34,25832
3626,170,34,45519
6658,170,24,616
11761,170,33,42107
10512,170,10,31
10389,171,92,5818
5619,171,26,13009
9892,171,38,31024
2647,171,28,13515
778,171,29,633
4399,171,68,42749
6094,171,82,46936
2479,171,75,16960
11633,171,52,21241
4035,171,78,20744
5208,172,22,30164
5545,172,98,42899
10926,172,12,47832
8775,172,30,22183
625,172,25,14019
5599,172,80,11059
1398,172,98,9131
10236,172,59,37181
548,172,19,10388
7618,172,85,44245
328,173,72,2868
10955,173,8,43041
10736,173,54,32380
4400,173,73,48056
3506,173,7,36642
8464,173,90,4526
11200,173,1,8739
9561,173,17,10874
1725,173,6,6343
1372,173,44,33861
1385,174,92,33720
1933,174,51,9015
9091,174,14,35905
7489,174,70,11006
10052,174,60,40426
11430,174,98,8698
10135,174,36,39595
9176,174,95,27848
5534,174,59,37119
471,174,80,4912
6085,175,47,24879
8944,175,93,8950
10772,175,94,25009
10778,175,55,34708
6511,175,43,27838
8641,175,19,43566
1259,175,29,23192
5796,175,6,33515
3718,175,60,4005
9564,175,39,27322
5037,176,59,18086
11129,176,50,20973
11110,176,53,40652
3398,176,4,28023
2831,176,66,39084
7256,176,7,22355
8445,176,9,48147
4870,176,63,47877
154,176,20,13844
1207,176,48,654
7543,177,46,39991
2041,177,14,16898
5308,177,48,31804
5340,177,17,7933
10241,177,64,49292
5734,177,11,4195
5784,177,0,47013
5671,177,66,27572
11369,177,1,38415
7912,177,27,18406
6508,178,22,44192
6358,178,30,27746
7709,178,3,35519
651,178,29,13803
5814,178,41,6435
3100,178,93,22382
7872,178,62,49967
1539,178,28,931
6898,178,99,29798
876,178,88,4154
1882,179,16,6490
4805,179,83,24323
11853,179,81,17168
10126,179,30,3711
2439,179,81,37445
10964,179,64,45603
4097,179,41,42298
7025,179,99,43959
5812,179,34,27470
11405,179,88,16047
8658,180,51,31028
6983,180,26,27500
8281,180,60,38975
146,180,62,16586
4683,180,73,1813
11318,180,30,35853
7095,180,74,5556
760,180,55,21470
4817,180,90,28647
6961,180,1,49292
659,181,15,28107
5616,181,90,11544
9949,181,82,12668
7249,181,25,43202
7341,181,88,16225
6265,181,35,48629
1526,181,89,45536
710,181,23,13518
2951,181,44,8773
10808,181,32,14630
1934,182,94,13882
636,182,54,1272
10578,182,55,19602
4021,182,11,875
7311,182,61,6342
2629,182,62,17564
1978,182,77,12590
3738,182,62,14490
2906,182,71,48800
909,182,16,42242
2748,183,94,2232
8711,183,80,5470
134,183,3,39251
3065,183,49,27190
7327,183,3,10901
4294,183,9,21171
5033,183,46,24239
4997,183,93,30493
32,183,76,5713
1906,183,23,22864
11993,184,65,32304
7239,184,50,21975
6252,184,95,4406
5412,184,52,11108
6187,184,30,892
11138,184,53,34576
990,184,45,6776
11357,184,3,38879
1798,184,35,48647
3270,184,48,17179
7430,185,52,40896
2899,185,69,21942
685,185,40,48177
5371,185,77,34325
1938,185,75,22148
2188,185,71,16932
3044,185,91,35702
4933,185,100,40305
1786,185,97,243
6493,185,93,45975
5877,186,4,12892
1209,186,64,22869
7214,186,69,24622
2164,186,42,42771
998,186,70,37379
8846,186,2,8586
4930,186,29,29481
10142,186,40,34328
1640,186,78,4285
11791,186,33,25908
5705,187,34,207
6946,187,7,47002
11999,187,50,13120
3694,187,19,48826
7791,187,25,35175
8352,187,35,26320
2512,187,75,17012
2519,187,60,17652
9884,187,91,13676
8657,187,18,3551
8486,188,92,39375
4142,188,80,23723
2030,188,33,24448
8169,188,0,8869
3594,188,4,45987
4291,188,16,26706
843,188,85,15320
9823,188,56,14240
4061,188,45,2
3199,188,92,31994
633,189,60,40543
5480,189,46,29773
2313,189,51,485
5324,189,38,36697
8303,189,32,17736
9982,189,23,32688
3935,189,89,16786
8974,189,25,44404
10038,189,60,17878
428,189,34,491
5158,190,80,20215
6803,190,25,5500
6264,190,41,44377
4021,190,25,45051
8788,190,3,342
9937,190,25,30293
1188,190,46,19279
3200,190,59,27594
5381,190,40,38104
11669,190,26,9443
9597,191,44,36697
3046,191,9,34960
1541,191,56,27435
5432,191,73,12233
5483,191,75,6686
7333,191,86,8647
4106,191,60,23755
3165,191,90,21572
6805,191,3,17457
7976,191,51,6724
8613,192,65,6677
4334,192,92,32889
3181,192,35,1190
1201,192,73,24233
158,192,56,48313
3618,192,72,34147
1995,192,30,10642
5170,192,35,21738
1472,192,58,29569
7150,192,100,31531
11965,193,95,5821
9789,193,83,44544
9530,193,74,1124
7146,193,92,9907
11128,193,12,43347
1236,193,88,21078
11268,193,16,39450
1370,193,22,29384
11820,193,56,44385
11515,193,5,23282
7187,194,94,5767
8908,194,32,20095
6500,194,11,3287
3805,194,69,21526
6353,194,27,20569
2834,194,37,13016
1872,194,98,36858
7143,194,13,8307
9428,194,64,22404
337,194,9,40589
5442,195,28,27297
4816,195,32,21847
7719,195,55,39733
4859,195,52,5289
4334,195,61,1089
5813,195,2,47085
9326,195,34,14064
5505,195,88,19903
5070,195,14,2536
5448,195,61,23356
11800,196,93,28541
6507,196,42,647
132,196,26,17805
751,196,92,36784
3675,196,25,43543
5350,196,56,41099
5728,196,69,1962
10902,196,37,568
3680,196,4,52
2656,196,96,20341
4595,197,18,7545
11540,197,82,14968
964,197,4,45777
10561,197,24,5060
3187,197,100,11581
11808,197,41,4899
11328,197,23,19715
10219,197,32,16442
5402,197,82,19131
6406,197,20,30613
4434,198,54,38697
822,198,63,14448
174,198,94,12453
5225,198,43,12798
7370,198,88,25156
10469,198,45,1718
2099,198,99,11328
9831,198,98,25145
4256,198,71,16254
11740,198,68,11431
7180,199,36,13248
9769,199,78,44364
10735,199,80,30710
10161,199,51,47969
3118,199,6,36773
2976,199,21,31240
6379,199,51,39347
4267,199,87,41577
7913,199,18,42600
2923,199,60,32254
9776,200,1,46236
7822,200,70,44694
11126,200,82,21822
7890,200,75,49726
3251,200,87,28999
8906,200,36,18787
3127,200,69,57
10992,200,43,21783
5531,200,46,19247
10700,200,81,29396
7272,201,72,36772
8656,201,58,5487
6778,201,40,7417
4836,201,67,33739
8563,201,12,49758
9939,201,35,49794
9241,201,82,9737
4132,201,97,10573
4097,201,65,3311
7610,201,87,44401
7417,202,65,29887
7554,202,20,42775
3254,202,35,5985
10881,202,9,38932
6388,202,38,44453
838,202,56,31118
6407,202,19,21377
7030,202,69,27069
6658,202,91,25390
6378,202,45,48897
11798,203,38,22555
11384,203,44,25720
8391,203,79,16414
7536,203,45,18193
5805,203,40,34921
3451,203,6,4611
6070,203,73,5788
5840,203,48,13807
11165,203,73,33732
5896,203,56,17922
1947,204,1,42258
10121,204,2,15406
8101,204,42,10802
4463,204,46,12557
2573,204,90,96
4567,204,11,118
10305,204,77,16677
5169,204,22,11074
3039,204,50,34473
1514,204,53,7957
1597,205,36,41308
9888,205,93,3444
11320,205,12,2166
5772,205,13,25733
5280,205,50,32949
4837,205,30,38631
1611,205,26,28706
349,205,29,42993
1379,205,8,14618
7119,205,67,6389
3252,206,19,29392
9808,206,59,3236
7768,206,91,38900
9838,206,41,44961
7300,206,88,20661
10545,206,64,1722
4004,206,43,37482
8861,206,36,31415
3688,206,2,20075
1867,206,80,18066
8567,207,12,47011
10586,207,77,9827
422,207,48,49088
4323,207,52,25158
9206,207,51,20219
5426,207,66,29025
8151,207,34,29510
2685,207,49,7395
11575,207,87,2687
10205,207,83,46279
6216,208,73,24696
11467,208,50,10239
4135,208,23,36539
2974,208,42,46695
1552,208,19,16541
4446,208,69,48914
2859,208,81,42582
7264,208,65,2533
62,208,87,6314
2712,208,69,20238
10085,209,46,49824
6304,209,27,17238
2504,209,20,32709
11847,209,49,26291
9601,209,65,43196
611,209,20,41095
1881,209,4,20706
11649,209,27,4502
11210,209,62,15129
11825,209,38,14926
9235,210,49,22246
2562,210,88,3978
8073,210,47,25037
10986,210,51,32754
1719,210,95,20060
809,210,80,30645
7236,210,31,26668
8824,210,48,402
3775,210,53,21191
8168,210,29,32017
6388,211,32,45543
3559,211,74,8488
11875,211,50,13928
7110,211,92,38045
2024,211,91,27014
4794,211,56,46572
4479,211,98,43015
6099,211,18,28065
7170,211,29,1047
547,211,0,24729
7291,212,5,44374
1630,212,20,42448
9912,212,39,21996
913,212,67,46816
832,212,10,40032
4199,212,16,31802
5075,212,58,9233
3045,212,93,40651
11148,212,1,21603
8725,212,92,7633
6568,213,51,23713
552,213,3,25670
2736,213,31,36757
1133,213,30,13474
4990,213,93,11140
6394,213,36,44968
5711,213,47,46199
9830,213,13,13325
980,213,46,1066
4496,213,41,8312
7239,214,81,24533
1445,214,40,4385
10670,214,5,3036
7055,214,29,2275
11123,214,16,23482
781,214,25,23905
4026,214,4,49675
4624,214,2,17831
7807,214,26,30331
1288,214,64,25952
7711,215,82,47385
3747,215,60,38147
8953,215,67,12563
8588,215,27,1658
5457,215,53,33811
6392,215,15,17821
11365,215,64,20383
11714,215,10,18334
9778,215,44,22035
2127,215,89,36399
7240,216,27,25525
6474,216,31,495
11323,216,26,31998
2824,216,44,4197
4007,216,77,37903
10105,216,43,37897
3252,216,54,4113
6444,216,21,28228
7839,216,25,23366
2564,216,88,41057
10315,217,46,43100
1449,217,5,39943
5137,217,75,36646
178,217,88,4941
8344,217,91,42782
10337,217,90,4913
8364,217,75,7914
10884,217,77,1510
179,217,21,8405
4009,217,12,48007
8454,218,19,11517
7097,218,41,27516
7750,218,37,74
7658,218,93,23871
7401,218,83,15517
4713,218,5,44278
7710,218,44,45925
4323,218,86,43771
2200,218,4,2547
3401,218,0,7515
2980,219,97,47287
1665,219,91,12743
1046,219,91,36071
11317,219,73,39661
4238,219,23,38547
10990,219,69,22680
4839,219,96,45322
4810,219,70,34115
4987,219,47,31942
4870,219,1,28519
5147,220,32,46081
4146,220,32,12622
8203,220,64,33972
5241,220,38,48645
4076,220,22,30494
8655,220,81,19851
10403,220,27,12302
2645,220,38,17542
3748,220,84,13843
433,220,63,34600
1592,221,7,25471
4231,221,39,40845
1162,221,59,32026
10595,221,83,1283
7466,221,58,32244
5043,221,78,17738
8093,221,17,9038
11663,221,97,12362
2050,221,34,12052
3946,221,22,17778
6476,222,82,35521
11861,222,64,36313
10370,222,18,25754
4398,222,70,42945
9518,222,38,30366
388,222,39,43080
529,222,22,1257
131,222,57,4274
3947,222,58,33624
8032,222,34,6205
5631,223,0,27716
2960,223,94,7347
6641,223,94,25528
2540,223,74,48035
840,223,83,3133
432,223,24,19662
5953,223,18,23973
11035,223,4,17002
11182,223,70,13332
2778,223,13,22647
5870,224,68,40830
5823,224,34,34777
10284,224,83,18631
11017,224,3,6659
8438,224,89,42508
489,224,42,14367
4651,224,36,23384
9034,224,26,17162
1453,224,70,11218
3943,224,64,46289
9079,225,26,49006
11721,225,38,47001
1514,225,85,36573
8960,225,14,21032
12000,225,68,26996
9893,225,20,18784
5138,225,56,32946
4424,225,47,6393
2300,225,46,3720
1967,225,77,28541
9690,226,66,3241
9386,226,1,8185
5372,226,23,9330
6072,226,16,26781
3515,226,60,35948
6478,226,98,28803
1265,226,96,42640
5346,226,41,25545
11108,226,67,42637
5080,226,65,23063
2995,227,42,29909
11405,227,98,14542
9910,227,40,27599
8386,227,85,11593
10080,227,91,39528
617,227,74,37080
11601,227,83,11918
9715,227,77,11000
7539,227,19,4124
6751,227,17,42873
7819,228,65,2782
10005,228,45,31618
4032,228,78,47434
9141,228,35,29872
3789,228,72,29495
3275,228,13,4597
9698,228,98,33193
11287,228,91,21708
327,228,57,28147
3302,228,2,37852
1069,229,52,26620
4092,229,48,22673
4431,229,55,16032
8485,229,30,34502
810,229,10,10941
2162,229,37,31759
4744,229,68,25888
8707,229,41,7072
8673,229,24,46784
9949,229,93,45279
11689,230,17,23954
9547,230,86,45416
11182,230,54,10224
837,230,86,23925
7663,230,61,28326
9587,230,95,3781
7711,230,64,27823
6846,230,10,43906
6638,230,68,33911
4053,230,52,45849
7579,231,83,2933
5286,231,10,15734
2163,231,47,44913
10584,231,41,1757
443,231,26,43826
9545,231,82,25480
7571,231,48,11591
602,231,55,30256
4812,231,85,6374
3253,231,68,11788
9716,232,44,40181
1812,232,53,26793
1369,232,55,16871
7581,232,55,14933
1300,232,14,43006
2550,232,93,29656
705,232,90,36169
5164,232,74,35005
10045,232,82,34326
3473,232,2,49066
3481,233,48,23254
785,233,25,3206
5490,233,90,20115
759,233,87,23989
6308,233,10,6162
515,233,30,1747
11931,233,76,41780
7920,233,74,45627
3434,233,79,39515
7785,233,35,542
5388,234,20,3056
7872,234,23,19957
1985,234,87,26439
10253,234,82,17945
1260,234,98,43182
4476,234,52,11368
335,234,26,7381
8037,234,64,15200
3011,234,15,43560
6298,234,13,44256
3570,235,71,30677
5782,235,80,7550
8425,235,66,20315
7630,235,52,9247
1600,235,97,46123
581,235,50,21718
3522,235,38,35854
6275,235,45,1405
5535,235,45,48650
3595,235,39,30113
1017,236,89,47699
1126,236,86,45955
3881,236,15,10213
5337,236,94,17034
6991,236,1,34103
6505,236,85,25003
10080,236,3,27242
9510,236,71,21317
2405,236,44,24870
11707,236,45,22113
10094,237,28,17985
8387,237,27,25835
4115,237,20,39869
11881,237,5,14620
4949,237,95,24509
7103,237,39,29464
10510,237,7,24923
1064,237,95,7630
10712,237,74,25600
6572,237,70,47920
9423,238,65,19337
888,238,82,1406
2437,238,91,40191
7841,238,71,33534
2035,238,87,15424
10787,238,65,8841
1365,238,18,42495
11348,238,62,19935
11854,238,41,20958
7568,238,74,49088
4236,239,36,27325
9176,239,25,22092
7390,239,17,15139
980,239,71,26573
7312,239,16,34592
2132,239,79,4362
2568,239,9,10782
4056,239,68,29960
2448,239,62,43749
144,239,3,40028
83,240,72,21780
10682,240,39,37497
11973,240,46,35692
1057,240,56,44827
8866,240,22,9681
3259,240,36,22285
11129,240,7,9793
9991,240,86,18927
3323,240,29,40761
2199,240,60,47423
2810,241,29,13469
3333,241,1,4653
6000,241,64,8205
6743,241,53,33366
2289,241,48,38780
3802,241,37,33710
11627,241,20,762
10679,241,92,38576
9450,241,48,18900
9720,241,96,42840
1488,242,7,16746
865,242,89,141
1225,242,66,45105
9958,242,64,37693
10010,242,75,1033
3480,242,19,8454
688,242,34,48838
988,242,40,6559
10758,242,36,20144
10407,242,58,29126
3611,243,95,19537
10307,243,1,44006
7857,243,83,11809
4071,243,20,25555
6993,243,98,49702
11181,243,69,24577
2243,243,69,29242
1372,243,38,5
9191,243,84,591
3477,243,87,47060
6579,244,89,32409
1545,244,43,7633
40,244,27,3676
7926,244,32,13735
11820,244,1,18807
11186,244,89,43238
11831,244,64,1286
10876,244,88,25206
10654,244,59,1693
6232,244,100,13515
11288,245,25,38021
10237,245,42,31169
6268,245,15,41026
8203,245,2,13653
4429,245,39,42385
7955,245,31,17369
6645,245,11,43618
8595,245,0,33687
10476,245,21,6758
837,245,64,15556
5324,246,2,48729
11887,246,30,4247
10286,246,54,35681
3681,246,72,43377
4807,246,51,14071
10133,246,59,37950
3750,246,16,7630
7821,246,45,43869
6666,246,25,2730
6069,246,65,45317
8440,247,1,1182
3758,247,64,34306
2798,247,39,3810
10312,247,62,3605
9668,247,67,2474
10231,247,29,14654
1289,247,84,19661
9762,247,24,789
11675,247,62,5925
8209,247,95,27281
3122,248,95,8712
7493,248,47,32304
8414,248,46,20710
4379,248,46,12183
10473,248,66,33378
1428,248,27,41807
11438,248,51,47989
8349,248,53,12964
2647,248,4,1170
2887,248,5,28479
1374,249,24,6037
56,249,92,16275
3888,249,5,21325
1692,249,84,17220
6770,249,96,2762
8741,249,1,29411
449,249,51,8022
5426,249,2,3810
5193,249,2,9878
504,249,92,22536
3863,250,39,39468
10783,250,82,2837
9585,250,15,2709
4661,250,25,30311
1196,250,34,14944
2503,250,37,6599
1821,250,89,44803
10852,250,66,33143
615,250,30,21053
11080,250,81,35336
3577,251,92,28777
997,251,58,5737
10240,251,20,4501
7892,251,75,9188
1222,251,43,12080
11560,251,26,32491
637,251,60,537
7550,251,96,34589
4944,251,32,854
3974,251,90,26438
7590,252,69,6875
10659,252,25,49000
9092,252,93,27875
4181,252,72,31031
1760,252,8,31272
5002,252,68,4915
5148,252,19,42250
10406,252,71,27896
7897,252,32,1165
8375,252,23,16115
3855,253,13,34198
9177,253,54,36595
5678,253,45,39853
945,253,14,9339
1075,253,3,30889
4531,253,28,40644
5231,253,78,37913
6849,253,49,9391
8057,253,71,39971
7613,253,18,30600
4415,254,47,27133
3920,254,76,22151
9010,254,39,36445
10821,254,49,9706
4076,254,40,36324
5859,254,3,41791
4886,254,100,30226
7687,254,18,21905
7037,254,86,9359
7880,254,53,45320
5731,255,34,30650
8316,255,47,18168
9163,255,63,31536
1618,255,44,40451
11205,255,87,13718
11264,255,48,25101
4718,255,47,20437
1521,255,6,292
9043,255,19,12006
4746,255,57,18372
7074,256,61,3686
8842,256,52,5325
6549,256,94,39438
10125,256,91,27152
5077,256,29,25370
11079,256,66,20328
1641,256,58,20014
8391,256,46,49941
10875,256,30,18462
7060,256,59,18922
737,257,46,4489
748,257,71,43992
4486,257,30,36279
3051,257,26,13751
1725,257,22,11645
5204,257,57,26981
11909,257,21,10587
8336,257,75,38157
1502,257,75,40276
8691,257,35,621
11302,258,67,12438
3927,258,92,208
9892,258,32,47628
10670,258,78,2596
8128,258,17,29282
7917,258,47,41881
5227,258,24,11269
8532,258,98,2978
9066,258,1,28672
1543,258,55,15564
10036,259,29,34835
4403,259,26,32031
8529,259,77,12148
3255,259,15,40144
10628,259,41,31679
4001,259,87,44221
2093,259,86,6871
8445,259,68,46711
4975,259,40,21125
11829,259,16,42728
6344,260,62,20172
6320,260,35,16564
3750,260,16,10500
9389,260,5,7420
10801,260,20,22281
9743,260,38,24202
7300,260,85,14714
4771,260,6,27160
4844,260,37,47493
1750,260,93,6320
937,261,91,29219
2,261,9,49453
11191,261,6,45050
9111,261,44,24765
5343,261,43,3245
2586,261,82,7434
704,261,50,27029
6108,261,44,45992
9580,261,8,13556
6201,261,94,36875
960,262,15,3444
197,262,47,23833
4603,262,65,17502
9549,262,32,31108
6627,262,33,46523
8782,262,0,10809
8579,262,92,19249
9784,262,10,46290
9186,262,36,49580
9802,262,73,15080
1569,263,15,47161
4990,263,41,624
4265,263,19,19679
11019,263,95,22031
8932,263,5,24349
5260,263,65,10958
1494,263,56,39966
11492,263,93,46113
2479,263,14,40885
7834,263,50,17355
10978,264,11,36776
2343,264,76,11344
1308,264,45,41350
10326,264,94,22880
11041,264,39,43622
7087,264,28,20245
6286,264,0,17579
8919,264,28,37861
8153,264,10,26737
10861,264,1,24392
9780,265,95,12966
3205,265,10,4995
3860,265,89,3088
2046,265,46,23133
2091,265,47,32613
9840,265,5,15931
6379,265,44,6219
7670,265,16,8704
427,265,70,35358
11021,265,20,24755
9225,266,68,49916
7959,266,57,38235
1043,266,77,1644
8814,266,22,23627
9964,266,66,40854
8848,266,87,24853
5776,266,41,5195
6156,266,73,23602
2844,266,42,38999
5572,266,44,20562
3921,267,7,3724
8179,267,9,38114
1894,267,14,24551
8892,267,7,14583
8862,267,70,22985
6898,267,97,15717
1980,267,17,10068
11622,267,23,13576
7260,267,88,10176
9610,267,12,17804
1548,268,63,38973
2011,268,45,33127
1106,268,13,35996
9147,268,54,31631
8153,268,49,11990
6910,268,48,29288
6586,268,27,48096
3685,268,1,44175
918,268,7,47758
11667,268,8,36209
8268,269,7,17924
3069,269,73,13542
3067,269,84,36093
171,269,97,15463
11955,269,39,33597
10227,269,49,8418
305,269,67,49684
4600,269,15,4979
7479,269,40,44863
11120,269,49,4180
4110,270,14,1534
368,270,98,1018
7891,270,39,46856
11797,270,100,37844
9338,270,64,5019
11261,270,4,5664
3600,270,51,10516
8025,270,88,39571
8044,270,26,26961
1744,270,30,11079
564,271,66,43837
2900,271,19,1899
10064,271,47,24470
2059,271,100,37372
509,271,55,47341
3920,271,9,2979
7940,271,22,40422
4567,271,71,2206
6315,271,85,13484
10451,271,73,41022
1830,272,91,47183
4730,272,71,43585
2430,272,60,26190
3037,272,98,9414
4998,272,35,30927
1226,272,6,47827
4591,272,26,17291
1992,272,40,13645
149,272,27,41889
2239,272,55,33237
1917,273,8,4460
10975,273,24,930
6228,273,77,44468
3484,273,13,48570
2950,273,21,11607
9175,273,51,6603
5527,273,62,18137
2089,273,36,41853
11209,273,2,13771
2752,273,2,41523
7551,274,88,12356
9881,274,65,44963
11911,274,9,48528
2644,274,37,37989
4308,274,21,31439
4339,274,37,33389
8358,274,64,10059
7153,274,49,12665
178,274,100,37648
1125,274,74,49908
3917,275,52,36931
7553,275,43,29888
9141,275,22,23791
11543,275,23,43378
71,275,83,20177
4616,275,95,35431
9628,275,67,47277
2078,275,68,47204
8245,275,84,44063
6115,275,91,45385
1565,276,61,1520
3153,276,4,44273
8489,276,14,4437
744,276,84,37435
1069,276,36,28697
6212,276,93,37390
9650,276,61,16539
517,276,93,24659
7325,276,97,6575
6304,276,8,10130
5970,277,53,47783
7859,277,13,30892
2113,277,53,47716
11734,277,67,2187
8211,277,0,8643
7638,277,58,39216
1607,277,84,6763
1023,277,26,13042
766,277,31,39115
3127,277,67,44337
2151,278,27,41618
3256,278,64,21479
1501,278,42,6284
8963,278,30,27603
5870,278,75,48146
2576,278,47,31977
1860,278,95,12004
705,278,100,32723
4306,278,56,12371
8670,278,31,45026
6068,279,80,33045
7193,279,50,36688
9053,279,56,13612
3854,279,30,9282
3943,279,14,17001
1412,279,38,24171
6173,279,16,45025
5927,279,52,16465
3412,279,92,27902
8882,279,64,10954
3258,280,57,5321
4929,280,90,8075
11472,280,51,41890
11422,280,34,40307
7374,280,66,28483
3365,280,87,2208
2715,280,59,327
10713,280,87,5973
1025,280,87,19462
10744,280,50,39277
336,281,87,15538
3528,281,100,38391
7731,281,67,13932
1880,281,67,35395
227,281,26,10163
7295,281,85,1223
513,281,85,20210
5383,281,27,12749
9351,281,0,43214
4806,281,29,23790
5960,282,70,37730
6908,282,7,14389
11940,282,53,22050
5047,282,20,16887
9181,282,39,36208
9954,282,27,24130
11495,282,57,18710
10343,282,2,46768
5428,282,99,46801
1161,282,16,21576
972,283,17,32004
1774,283,67,37918
1356,283,24,36404
4320,283,66,11024
234,283,77,6549
48,283,12,26529
7250,283,17,12438
